792.44574,11533
792.56488,11036
792.68396,10812
792.80304,10673
792.92218,10407
793.041199,10289
793.160339,10077
793.279419,10104
793.398499,10327
793.517578,10392
793.636658,10271
793.755737,10021
793.874817,9325
793.993896,8902
794.112976,8466
794.232056,8159
794.351074,8091
794.470215,7875
794.589233,7575
794.708313,7492
794.827393,7350
794.946411,7247
795.065552,7066
795.18457,6927
795.303589,6943
795.422668,6867
795.541687,6743
795.660767,6621
795.779846,6554
795.898865,6502
796.017883,6383
796.136963,6262
796.255981,6211
796.375061,6102
796.49408,5980
796.613037,5924
796.732117,5937
796.851135,5868
796.970154,5829
797.089233,5664
797.208191,5648
797.327271,5688
797.446228,5668
797.565186,5782
797.684265,5695
797.803223,5753
797.922241,5808
798.04126,5897
798.160278,5943
798.279297,6073
798.398315,6041
798.517273,6099
798.636292,6030
798.75531,6009
798.874268,5864
798.993286,5816
799.112244,5669
799.231323,5564
799.350281,5366
799.469238,5322
799.588257,5207
799.707153,5115
799.826111,5025
799.945129,4888
800.064087,4906
800.183044,4828
800.302063,4741
800.421021,4747
800.539978,4659
800.658936,4635
800.777893,4502
800.896912,4489
801.015747,4393
801.134705,4475
801.253723,4317
801.37262,4346
801.491638,4312
801.610535,4237
801.729492,4252
801.84845,4254
801.967407,4192
802.086243,4254
802.205261,4217
802.324158,4219
802.443115,4187
802.562073,4106
802.680969,4065
802.799927,4069
802.918762,4089
803.037659,4036
803.156677,3973
803.275574,3956
803.39447,3938
803.513428,3944
803.632263,3971
803.751221,3906
803.870117,3956
803.989014,3889
804.107971,3900
804.226746,3781
804.345642,3849
804.4646,3852
804.583496,3813
804.702393,3840
804.821228,3848
804.940125,3837
805.059021,3818
805.177917,3760
805.296814,3771
805.415649,3733
805.534546,3807
805.653442,3735
805.772278,3725
805.891113,3779
806.01001,3817
806.128906,3745
806.247742,3725
806.366577,3752
806.485413,3766
806.604309,3748
806.723145,3663
806.84198,3697
806.960876,3700
807.079712,3706
807.198486,3709
807.317383,3685
807.436218,3664
807.554993,3659
807.673889,3645
807.792725,3736
807.91156,3798
808.030396,3846
808.14917,3844
808.268005,3740
808.386841,3662
808.505676,3632
808.624451,3671
808.743286,3582
808.862122,3564
808.980896,3514
809.099731,3490
809.218506,3534
809.337341,3532
809.456116,3504
809.57489,3478
809.693726,3536
809.8125,3506
809.931274,3487
810.050049,3563
810.168884,3539
810.287659,3633
810.406372,3625
810.525269,3680
810.643982,3713
810.762756,3704
810.881531,3683
811.000305,3641
811.11908,3552
811.237854,3542
811.356567,3628
811.475403,3572
811.594116,3470
811.71283,3515
811.831604,3591
811.950378,3617
812.069153,3544
812.187927,3540
812.30658,3561
812.425415,3547
812.544128,3506
812.662781,3567
812.781616,3466
812.900269,3541
813.019043,3498
813.137756,3553
813.256531,3480
813.375244,3500
813.493896,3524
813.612671,3515
813.731384,3466
813.850037,3534
813.96875,3546
814.087524,3555
814.206238,3695
814.324951,3747
814.443604,3816
814.562256,3932
814.68103,4099
814.799683,4576
814.918335,5328
815.037109,6116
815.155762,6817
815.274475,7271
815.393188,7037
815.511841,6259
815.630554,5424
815.749146,4799
815.867859,4370
815.986572,4053
816.105164,3886
816.223877,3813
816.342529,3791
816.461182,3690
816.579895,3695
816.698486,3622
816.817139,3666
816.935791,3602
817.054504,3624
817.173096,3580
817.291748,3545
817.4104,3503
817.529053,3549
817.647644,3615
817.766235,3580
817.884949,3575
818.00354,3602
818.122192,3593
818.240845,3569
818.359436,3557
818.478088,3511
818.59668,3648
818.715271,3530
818.833923,3541
818.952515,3553
819.071106,3600
819.189758,3517
819.30835,3493
819.426941,3484
819.545532,3526
819.664124,3484
819.782715,3490
819.901306,3465
820.019897,3481
820.138489,3498
820.25708,3460
820.375671,3474
820.494202,3423
820.612732,3476
820.731384,3414
820.849915,3358
820.968506,3357
821.087097,3370
821.205627,3424
821.324158,3335
821.442749,3360
821.561279,3333
821.679871,3293
821.798401,3313
821.916931,3314
822.035461,3308
822.154053,3300
822.272583,3287
822.391174,3249
822.509583,3324
822.628174,3349
822.746704,3267
822.865234,3205
822.983765,3285
823.102295,3260
823.220825,3266
823.339294,3296
823.457825,3229
823.576355,3264
823.694824,3254
823.813354,3240
823.931885,3274
824.050354,3241
824.168884,3192
824.287354,3187
824.405823,3236
824.524353,3253
824.642822,3173
824.761353,3219
824.879822,3182
824.998291,3231
825.116699,3220
825.235291,3217
825.353699,3228
825.472168,3246
825.590637,3336
825.709106,3340
825.827576,3362
825.946045,3314
826.064453,3313
826.182983,3237
826.301392,3252
826.4198,3182
826.53833,3202
826.656738,3149
826.775208,3178
826.893677,3240
827.012024,3237
827.130493,3284
827.248962,3234
827.36731,3287
827.485779,3238
827.604248,3319
827.722595,3209
827.841064,3149
827.959412,3210
828.077942,3146
828.196289,3151
828.314636,3143
828.433105,3191
828.551514,3236
828.669861,3207
828.78833,3170
828.906677,3191
829.025085,3221
829.143433,3249
829.261841,3153
829.38031,3212
829.498657,3155
829.617004,3226
829.735413,3142
829.85376,3185
829.972107,3175
830.090515,3107
830.208862,3236
830.327209,3175
830.445557,3134
830.563904,3215
830.682312,3274
830.800659,3228
830.919006,3252
831.037354,3228
831.155701,3244
831.274048,3193
831.392395,3178
831.51062,3167
831.629028,3217
831.747314,3210
831.865662,3250
831.984009,3187
832.102356,3187
832.220642,3192
832.338928,3195
832.457275,3164
832.575623,3220
832.693909,3125
832.812134,3239
832.930481,3141
833.048828,3157
833.167114,3161
833.2854,3262
833.403687,3210
833.521973,3232
833.640259,3205
833.758545,3251
833.876831,3210
833.995056,3236
834.113281,3206
834.231628,3246
834.349915,3281
834.468201,3245
834.586426,3185
834.704651,3163
834.822998,3202
834.941162,3229
835.059448,3241
835.177673,3228
835.295959,3214
835.414246,3274
835.53241,3239
835.650635,3217
835.768921,3197
835.887146,3173
836.005371,3121
836.123596,3121
836.241821,3140
836.360046,3104
836.478271,3084
836.596497,3054
836.714722,3011
836.832886,3086
836.95105,3061
837.069336,3112
837.1875,3112
837.305725,3028
837.423889,3032
837.542053,3037
837.660339,3057
837.778503,3141
837.896667,3090
838.014832,3067
838.132996,3059
838.25116,3090
838.369385,3148
838.487488,3139
838.605713,3149
838.723877,3135
838.84198,3047
838.960205,3135
839.078308,3127
839.196472,3194
839.314636,3183
839.4328,3231
839.550964,3218
839.669067,3218
839.787231,3276
839.905396,3322
840.023499,3303
840.141602,3220
840.259766,3320
840.377869,3285
840.495972,3276
